pros,cons,overall_rating,link,tittle,author,city,state,comment,work_life_balance,compensation_benefits,job_security_advancement,Management,Culture
"[""benefits, housing, helping with recertification classes, mileage reimbursement, double time for overtime pay""]",[],5.0,https://www.indeed.com/cmp/Rnnetwork/reviews/awesome?id=78a595388a2249d4,Awesome,Registered Nurse,Boca Raton,FL,"My recruiter is awesome, contacting me every Monday to see how I'm doing. The supervisor is great also. I love this company. The benefit package is great too. My housing has been fantastic. The credentialing department is fantastic, finding classes for recertification.",5.0,5.0,5.0,5.0,5.0
[],[],5.0,https://www.indeed.com/cmp/Rnnetwork/reviews/great-job?id=94530aeec875737e,Great Job,Registered Nurse,Fredericksburg,VA,"A typical day at work was filled with cardiac issues but great teamwork and attitudes to go along with it. I learned how to become competent in a job with little training. Management and my co workers were overly helpful and were a big part of the reason that I adjusted so fast. My experience and skills with cardiac illness helped me to feel very confident, so I would have to say the hardest part was working night shift. Although I have been doing this shift for two plus years it is really beginning to take a toll on my body and I am looking to move off of this shift soon.",,,,,
"[""there when you need them, good benefits, helpful recruiters""]","[""required paperwork handlers not also accurate""]",5.0,https://www.indeed.com/cmp/Rnnetwork/reviews/usually-had-positions-where-i-wanted-to-travel-and-good-benefits?id=b4cc14ca9b9322cd,usually had positions where I wanted to travel and good benefits,RN,Boca Raton,FL,I worked for RNNETWORK for approximately 10 years. I found them to be readily accessible and had numerous jobs to choose from. I liked their benefits and really never had an issue with them,4.0,5.0,5.0,5.0,4.0
[],[],5.0,https://www.indeed.com/cmp/Rnnetwork/reviews/excellent-traveling-company?id=773bf9e8af38a781,Excellent traveling company,RN Staff Nurse,Edmond,OK,Able to communicate with coordinator as needed when events arrive.,,,,,
[],[],4.0,https://www.indeed.com/cmp/US-Nursing/reviews/rapid-response-healthcare-staffing-therefore-inconsistent-opportunities-available-however-when-opportunities-avail-themselves-this-company-does-is-go?id=9d77dfffabd60a7e,Rapid response healthcare staffing therefore inconsistent opportunities available. However when opportunities avail themselves this company does is go,"Emergency Department, Registered Nurse Emergency",Vacaville,CA,I would recommend this company. This company opportunities include rapid responses and short term positions. The company is a responsive employer however can become chaotic during employment for an assignment. This company is constantly tweaking to make the onboarding process more efficient and user-friendly.,3.0,5.0,4.0,4.0,4.0
[],[],1.0,https://www.indeed.com/cmp/US-Nursing/reviews/unorganized?id=99bd778df1d6c27e,Unorganized,Staff Nurse,,,The company is very unorganized. The company lacks communication among each other. Multiple calls from different agents stating contradictory information pertaining to the same subject.,1.0,3.0,1.0,1.0,1.0
"[""Work every day with mandatory OT""]","[""Lots.""]",1.0,https://www.indeed.com/cmp/US-Nursing/reviews/no-job-security-and-you-work-your-butt-off?id=32d7a7c7378b6914,No job security and you work your butt off.,RN Staff Nurse,Denver,CO,"It was good way back in the day, but no loyalty now. The on-site manager was known to send people home if she didn’t like them and you could never go to them with issues. Shift assignments went to their pets and you were randomly mandated to take a day off if they brought too many people in.",1.0,3.0,1.0,1.0,1.0
"[""Traveling""]","[""Benefits""]",3.0,https://www.indeed.com/cmp/US-Nursing/reviews/flexible-scheduling?id=ca9c7dcc908e64c1,Flexible scheduling,Registered Nurse,Chattanooga,TN,It used to be owned and operated by a single owner and at the time I traveled they were the best paying travel company . Then the owner passed away and the company incorporated and now they have it divided up into so many different categories of pay vs benefits that now you pretty much just go with the travel company that can put you in the location you want,4.0,3.0,3.0,3.0,3.0
[],[],4.0,https://www.indeed.com/cmp/US-Nursing/reviews/standard?id=540b40ef0247cc64,Standard,Registered Nurse,Santa Clara,CA,The standard one would expect from any healthcare institution. Culture is congruent with the culture of the city it sits in. Work day is standard. 1234,4.0,4.0,4.0,4.0,4.0
[],[],5.0,https://www.indeed.com/cmp/US-Nursing/reviews/i-love-traveling-assignments?id=cf77773addd230ba,I love traveling assignments,Registered Nurse-TRAVEL,Bronx,NY,"Most assignments were to busy units and when assigned unit was not busy, the travel nurse floated first. Host hospitals were easy to work for, never had any conflict, always had any issues resolved quickly and fairly.",5.0,4.0,4.0,5.0,5.0
"[""my recruiter and the salary was above average.""]",[],5.0,https://www.indeed.com/cmp/US-Nursing/reviews/many-travel-assignments?id=fb586d36347d3eb2,Many travel assignments,Registered Nurse,,,I loved all my temporary travel assignments. Labor and Delivery always had many to choices.,,,,,
"[""Mileage reimbursement, Benefits, Pay rates""]","[""Sometimes a long distance to isolated locations.""]",5.0,https://www.indeed.com/cmp/Registry/reviews/variable-schedules-allowed-to-refuse-certain-assignments?id=e75a55375257b01b,"Variable schedules, Allowed to refuse certain assignments,",Registered Nurse,Chico,CA,"Nurses and Professionals Healthcare is a local registry started by an RN about 1990. Over the years moved from a two room office in Paradise, CA to a large office complex in Chico. I have worked with this agency since 1994 and have enjoyed my experiences.  A typical day involved organizing the different locations around the state that I was assigned to work. My furthest location was 390 miles from home. I learned to be flexible with assignment requirements and was able to rely on office staff to manage housing, reimbursement of expenses, and to handle any emergencies.  I rarely saw any of my registry coworkers at distance sites but were always cordial.  The hardest part was learning new charting programs at different sites; up to four in a week. Developing proficiency in any one program was difficult.  I most enjoyed the scenic drives through the heart of California and seeing many new areas I have never seen.",5.0,5.0,5.0,5.0,5.0
[],[],2.0,https://www.indeed.com/cmp/Registry/reviews/registry-nursing-is-not-recommended?id=c5789c91cf5a9569,Registry Nursing is not recommended,RN,San Jose,CA,"Again, I find these survey questions annoying. I do not like working as a registry nurse and I do not recommend it to any one. You shouldn't bait and switch people on this site.",2.0,2.0,2.0,2.0,2.0
"[""Free continuing education programs""]","[""not much room for advancement in my department""]",3.0,https://www.indeed.com/cmp/Registry/reviews/see-below-for-my-review?id=e81b64417b806560,See below for my review.,RN,Palm Desert,CA,I enjoy working as a nurse and working with an interdisciplinary team of healthcare professionals. A typical day at my present employment includes working with parents of infants in preparation for discharge and providing parents with the tools and skills necessary to succeed.,3.0,3.0,3.0,3.0,3.0
"[""Great co-workers, great medical director, great workload""]","[""only con was Less money for working for no benefits.""]",5.0,https://www.indeed.com/cmp/Registry/reviews/enjoyable-atmosphere-to-work-in-good-relationships-with-coworkers-doctors-and-clients?id=cace1cb2cc47892c,"Enjoyable atmosphere to work in; good relationships with coworkers, doctors, and clients",Staff RN,West TN Healthcare in Jackson,TN,"I worked in Occupational Medicine/Employee Health. We were responsible for giving and reading all employee TB skin tests as well as other immunizations that were needed for work. Our department was also contracted with some local business to do physical assessments and drug screens on their prospective hires. I enjoyed learning the proper way to do a physical assessment. Finding out everything that is involved in doing a drug screen Correctly was very interesting - and finding out the ways people would try to get around it! I always enjoyed my co-workers. Many of us had known each other and worked together in other areas of the hospital for years. I enjoyed everything about the job, including the boss. I think the hardest part of the job was the pay. They were not of the mindset that your pay should be More than average if you are not receiving benefits. As a result, the pay was lower than a new nurse coming in. But I still loved it - fantastic working environment. Miss it.",5.0,3.0,3.0,5.0,5.0
"[""salaries/wages are paid on time""]","[""there is no job security and benefits""]",4.0,https://www.indeed.com/cmp/Registry/reviews/good-place-to-work-for-enrtry-level?id=c6a6cfe506b3cb30,good place to work for enrtry level,Staff Nurse,Schaumburg,IL,"It is a staffing and caregiving agency. There is no job security. When your patient dies, you lose your job and would wait for days and months before you are given another assignment.",4.0,1.0,2.0,3.0,3.0
"[""Opportunity for overtime""]","[""Pet friendly housing availability""]",5.0,https://www.indeed.com/cmp/Rnnetwork/reviews/good-working-assignment?id=d04113ebdc4a2150,Good working Assignment,RN Travel Nurse,Winchester,VA,"Flexible hours and excellent pay. Opportunity to meet great people. Travel to New areas and learn more about Healthcare. Great Opportunity for overtime, pet friendly housing included.",5.0,5.0,5.0,5.0,5.0
[],[],1.0,https://www.indeed.com/cmp/Rnnetwork/reviews/lies?id=535d87c48522a2cb,Lies,RN Travel Nurse,Toledo,OH,They “promised” Covid pay in the contract but it was not paid. I was a counselor to my recruiter. When I got Covid I was let go from my contract after working 2 extra days almost weekly.,3.0,3.0,1.0,1.0,1.0
"[""Travel""]","[""Creditialing, low pay""]",2.0,https://www.indeed.com/cmp/Rnnetwork/reviews/creditialing?id=7ce67e43fd6178f2,Creditialing,Registered Nurse,Boca Raton,FL,No smooth process. Multi submission of documents due to system issues. Difficult to complete if you have to speak to a different person each time. Errors made by associates. Low pay on contracts.,3.0,2.0,1.0,1.0,1.0
